course_title,course_code,prereq_courses,same_subjects,course_desc
"6.542[J] Laboratory on the Physiology, Acoustics, and Perception of Speech",6.542[J],[],"['24.966[J]', 'HST.712[J]']","Experimental investigations of speech processes. Topics include waveform  and spectral analysis of speech; identification and annotation of acoustic speech cues;  perception and discrimination of speech-like sounds; speech prosody; foundational concepts for speech recognition and analysis; speech development; atypical speech; and others. Recommended prerequisite: 6.003,  18.03, or  24.900. "
"6.544,  6.545 Advanced Topics in BioEECS","6.544,  6.545",[],[],Advanced study of topics in BioEECS. Specific focus varies from year to year. Consult department for details. 
6.552[J] Signal Processing by the Auditory System: Perception,6.552[J],"['6.003', '6.431']",['HST.716[J]'],"Studies information processing performance of the human auditory system in relation to current physiological knowledge. Examines mathematical models for the quantification of auditory-based behavior and the relation between behavior and peripheral physiology, reflecting the tono-topic organization and stochastic responses of the auditory system. Mathematical models of psychophysical relations, incorporating quantitative knowledge of physiological transformations by the peripheral auditory system. "
6.555[J] Biomedical Signal and Image Processing (New),6.555[J],"['6.041', '2.004', '6.003', '16.002', '18.085']","['16.456[J]', 'HST.582[J]']","Fundamentals of digital signal processing with emphasis on problems in biomedical research and clinical medicine. Basic principles and algorithms for processing both deterministic and random signals. Topics include data acquisition, imaging, filtering, coding, feature extraction, and modeling. Lab projects, performed in MATLAB, provide practical experience in processing physiological data, with examples from cardiology, speech processing, and medical imaging. Lectures cover signal processing topics relevant to the lab exercises, as well as background on the biological signals processed in the labs. Students taking graduate version complete additional assignments. "
6.556[J] Data Acquisition and Image Reconstruction in MRI,6.556[J],['6.011'],['HST.580[J]'],"Applies analysis of signals and noise in linear systems, sampling, and Fourier properties to magnetic resonance (MR) imaging acquisition and reconstruction. Provides adequate foundation for MR physics to enable study of RF excitation design, efficient Fourier sampling, parallel encoding, reconstruction of non-uniformly sampled data, and the impact of hardware imperfections on reconstruction performance. Surveys active areas of MR research. Assignments include Matlab-based work with real data. Includes visit to a scan site for human MR studies. "
6.557[J] Biomolecular Feedback Systems,6.557[J],"['7.012|7.013|7.014|7.015|7.016', '18.03']",['2.18[J]'],See description under subject 2.18[J]. 
"6.561[J] Fields, Forces, and Flows in Biological Systems",6.561[J],[],"['2.795[J]', '10.539[J]', '20.430[J]']",See description under subject 20.430[J]. 
6.580[J] Principles of Synthetic Biology,6.580[J],[],['20.305[J]'],See description under subject 20.305[J]. 
6.589[J] Principles of Synthetic Biology,6.589[J],[],['20.405[J]'],See description under subject 20.405[J]. 
6.602 Fundamentals of Photonics,6.602,"['2.71', '6.013', '8.07']",[],"Covers the fundamentals of optics and the interaction of light and matter, leading to devices such as light emitting diodes, optical amplifiers, and lasers. Topics include classical ray, wave, beam, and Fourier optics; Maxwell's electromagnetic waves; resonators; quantum theory of photons; light-matter interaction; laser amplification; lasers; and semiconductors optoelectronics. Students taking graduate version complete additional assignments. "
6.621 Fundamentals of Photonics,6.621,"['2.71', '6.013', '8.07']",[],"Covers the fundamentals of optics and the interaction of light and matter, leading to devices such as light emitting diodes, optical amplifiers, and lasers. Topics include classical ray, wave, beam, and Fourier optics; Maxwell's electromagnetic waves; resonators; quantum theory of photons; light-matter interaction; laser amplification; lasers; and semiconductors optoelectronics. Students taking graduate version complete additional assignments. "
6.630 Electromagnetics,6.630,"['8.02|8.021|8.022', '6.003']",[],"Explores electromagnetic phenomena in modern applications, including wireless and optical communications, circuits, computer interconnects and peripherals, microwave communications and radar, antennas, sensors, micro-electromechanical systems, and power generation and transmission. Fundamentals include quasistatic and dynamic solutions to Maxwell's equations; waves, radiation, and diffraction; coupling to media and structures; guided and unguided waves; modal expansions; resonance; acoustic analogs; and forces, power, and energy. "
6.631 Optics and Photonics,6.631,"['6.013', '8.07']",[],"Introduction to fundamental concepts and techniques of optics, photonics, and fiber optics. Review of Maxwell's equations, light propagation, and reflection from dielectrics mirrors and filters. Interferometers, filters, and optical imaging systems. Fresnel and Fraunhoffer diffraction theory. Propagation of Gaussian beams and laser resonator design. Optical waveguides and optical fibers. Optical waveguide and photonic devices. "
6.632 Electromagnetic Wave Theory,6.632,"['6.013', '6.630', '8.07']",[],"Solutions to Maxwell equations and physical interpretation. Topics include waves in media, equivalence principle, duality and complementarity, Huygens' principle, Fresnel and Fraunhofer diffraction, radiation and dyadic Green's functions, scattering, metamaterials, and plasmonics, mode theory, dielectric waveguides, and resonators. Examples deal with limiting cases of electromagnetic theory, multi-port elements, filters and antennas. Discusses current topics in microwave and photonic devices. "
6.634[J] Nonlinear Optics,6.634[J],"['6.013', '8.07']",['8.431[J]'],"Techniques of nonlinear optics with emphasis on fundamentals for research and engineering in optics, photonics, and spectroscopy. Electro optic modulators, harmonic generation, and frequency conversion devices. Nonlinear effects in optical fibers including self-phase modulation, nonlinear wave propagation, and solitons. Interaction of light with matter, laser operation, density matrix techniques, nonlinear spectroscopies, and femtosecond optics. "
"6.637 Optical Imaging Devices, and Systems",6.637,['6.003'],[],"Principles of operation and applications of  optical imaging devices  and systems (includes optical signal generation, transmission, detection, storage, processing and display). Topics include review of the basic properties of electromagnetic waves; coherence and interference; diffraction and holography; Fourier optics; coherent and incoherent imaging and signal processing systems; optical properties of materials; lasers and LEDs; electro-optic and acousto-optic light modulators; photorefractive and liquid-crystal light modulation; spatial light modulators and displays; near-eye and projection displays, holographic and other 3-D display schemes, photodetectors; 2-D and 3-D optical storage technologies; adaptive optical systems; role of optics in next-generation computers. Requires a research paper on a specific contemporary optical imaging topic. Recommended prerequisite: 8.03. "
"6.640 Electromagnetic Fields, Forces and Motion",6.640,"['8.02|8.021|8.022', '18.03']",[],"Study of electromagnetics and electromagnetic energy conversion leading to an understanding of devices, including electromagnetic sensors, actuators, motors and generators. Quasistatic Maxwell's equations and the Lorentz force law. Studies of the quasistatic fields and their sources through solutions of Poisson's and Laplace's equations. Boundary conditions and multi-region boundary-value problems. Steady-state conduction, polarization, and magnetization. Charge conservation and relaxation, and magnetic induction and diffusion. Extension to moving materials. Electric and magnetic forces and force densities derived from energy, and stress tensors. Extensive use of engineering examples. Students taking graduate version complete additional assignments. "
6.644 Advanced Topics in Applied Physics,6.644,[],[],Advanced study of topics in applied physics. Specific focus varies from year to year. Consult department for details. 
6.645 Advanced Topics in Applied Physics,6.645,[],[],Advanced study of topics in applied physics. Specific focus varies from year to year. Consult department for details. 
6.685 Electric Machines,6.685,"['6.061', '6.690']",[],"Treatment of electromechanical transducers, rotating and linear electric machines. Lumped-parameter electromechanics. Power flow using Poynting's theorem, force estimation using the Maxwell stress tensor and Principle of virtual work. Development of analytical techniques for predicting device characteristics: energy conversion density, efficiency; and of system interaction characteristics: regulation, stability, controllability, and response. Use of electric machines in drive systems. Problems taken from current research. "
6.690 Introduction to Electric Power Systems,6.690,"['6.002', '6.013']",[],"Electric circuit theory with application to power handling electric circuits. Modeling and behavior of electromechanical devices, including magnetic circuits, motors, and generators. Operational fundamentals of synchronous. Interconnection of generators and motors with electric power transmission and distribution circuits. Power generation, including alternative and sustainable sources. Incorporation of energy storage in power systems. Students taking graduate version complete additional assignments. "
"6.695[J] Engineering, Economics and Regulation of the Electric Power Sector",6.695[J],[],"['15.032[J]', 'IDS.505[J]']",See description under subject IDS.505[J]. 
6.701 Introduction to Nanoelectronics,6.701,['6.003'],[],"Transistors at the nanoscale. Quantization, wavefunctions, and Schrodinger's equation. Introduction to electronic properties of molecules, carbon nanotubes, and crystals. Energy band formation and the origin of metals, insulators and semiconductors. Ballistic transport, Ohm's law, ballistic versus traditional MOSFETs, fundamental limits to computation. "
6.717[J] Design and Fabrication of Microelectromechanical Systems,6.717[J],"['8.02|8.021|8.022', '2.003', '6.003']",['2.374[J]'],"Provides an introduction to microsystem design. Covers material properties, microfabrication technologies, structural behavior, sensing methods, electromechanical actuation, thermal actuation and control, multi-domain modeling, noise, and microsystem packaging. Applies microsystem modeling, and manufacturing principles to the design and analysis a variety of microscale sensors and actuators (e.g., optical MEMS, bioMEMS, and inertial sensors). Emphasizes modeling and simulation in the design process. Students taking the graduate version complete additional assignments. "
6.719 Nanoelectronics,6.719,['6.003'],[],"Meets with undergraduate subject 6.701, but requires the completion of additional/different homework assignments and or projects. See subject description under 6.701. "
6.720[J] Integrated Microelectronic Devices,6.720[J],"['3.42', '6.012']",['3.43[J]'],"Covers physics of microelectronic semiconductor devices for integrated circuit applications. Topics include semiconductor fundamentals, p-n junction, metal-oxide semiconductor structure, metal-semiconductor junction, MOS field-effect transistor, and bipolar junction transistor.   Emphasizes physical understanding of device operation through energy band diagrams and short-channel MOSFET device design and modern device scaling. Familiarity with MATLAB recommended. "
6.728 Applied Quantum and Statistical Physics,6.728,['18.06'],[],"Elementary quantum mechanics and statistical physics. Introduces applied quantum physics. Emphasizes experimental basis for quantum mechanics. Applies Schrodinger's equation to the free particle, tunneling, the harmonic oscillator, and hydrogen atom. Variational methods. Elementary statistical physics; Fermi-Dirac, Bose-Einstein, and Boltzmann distribution functions. Simple models for metals, semiconductors, and devices such as electron microscopes, scanning tunneling microscope, thermonic emitters, atomic force microscope, and more. Some familiarity with continuous time Fourier transforms recommended. "
6.730 Physics for Solid-State Applications,6.730,"['6.013', '6.728']",[],"Classical and quantum models of electrons and lattice vibrations in solids, emphasizing physical models for elastic properties, electronic transport, and heat capacity. Crystal lattices, electronic energy band structures, phonon dispersion relations, effective mass theorem, semiclassical equations of motion, electron scattering and semiconductor optical properties. Band structure and transport properties of selected semiconductors. Connection of quantum theory of solids with quasi-Fermi levels and Boltzmann transport used in device modeling. "
6.731 Semiconductor Optoelectronics: Theory and Design,6.731,"['6.012', '6.728']",[],"Focuses on the physics of the interaction of photons with semiconductor materials. Uses the band theory of solids to calculate the absorption and gain of semiconductor media; and uses rate equation formalism to develop the concepts of laser threshold, population inversion, and modulation response. Presents theory and design for photodetectors, solar cells, modulators, amplifiers, and lasers. Introduces noise models for semiconductor devices, and applications of optoelectronic devices to fiber optic communications. "
6.732 Physics of Solids,6.732,"['6.730', '8.231']",[],"Continuation of 6.730 emphasizing applications-related physical issues in solids. Topics include: electronic structure and energy band diagrams of semiconductors, metals, and insulators; Fermi surfaces; dynamics of electrons under electric and magnetic fields; classical diffusive transport phenomena such as electrical and thermal conduction and thermoelectric phenomena; quantum transport in tunneling and ballistic devices; optical properties of metals, semiconductors, and insulators; impurities and excitons; photon-lattice interactions; Kramers-Kronig relations; optoelectronic devices based on interband and intersubband transitions; magnetic properties of solids; exchange energy and magnetic ordering; magneto-oscillatory phenomena; quantum Hall effect; superconducting phenomena and simple models. "
"6.735,  6.736 Advanced Topics in Materials, Devices, and Nanotechnology","6.735,  6.736",[],[],"Advanced study of topics in materials, devices, and nanotechnology. Specific focus varies from year to year. "
6.774 Physics of Microfabrication: Front End Processing,6.774,['6.152'],[],"Presents advanced physical models and practical aspects of front-end microfabrication processes, such as oxidation, diffusion, ion implantation, chemical vapor deposition, atomic layer deposition, etching, and epitaxy. Covers topics relevant to CMOS, bipolar, and optoelectronic device fabrication, including high k gate dielectrics, gate etching, implant-damage enhanced diffusion, advanced metrology, stress effects on oxidation, non-planar and nanowire device fabrication, SiGe and fabrication of process-induced strained Si. Exposure to CMOS process integration concepts, and impacts of processing on device characteristics. Students use modern process simulation tools. "
6.775 CMOS Analog and Mixed-Signal Circuit Design,6.775,['6.301'],[],"A detailed exposition of the principles involved in designing and optimizing analog and mixed-signal circuits in CMOS technologies. Small-signal and large-signal models. Systemic methodology for device sizing and biasing. Basic circuit building blocks. Operational amplifier design. Large signal considerations. Principles of switched capacitor networks including switched-capacitor and continuous-time integrated filters. Basic and advanced A/D and D/A converters, delta-sigma modulators, RF and other signal processing circuits. Design projects on op amps and subsystems are a required part of the subject. "
6.776 High Speed Communication Circuits,6.776,['6.301'],[],"Principles and techniques of high-speed integrated circuits used in wireless/wireline data links and remote sensing. On-chip passive component design of inductors, capacitors, and antennas. Analysis of distributed effects, such as transmission line modeling, S-parameters, and Smith chart. Transceiver architectures and circuit blocks, which include low-noise amplifiers, mixers, voltage-controlled oscillators, power amplifiers, and frequency dividers. Involves IC/EM simulation and laboratory projects. "
6.777[J] Design and Fabrication of Microelectromechanical Systems,6.777[J],"['8.02|8.021|8.022', '2.003', '6.003']",['2.372[J]'],"Provides an introduction to microsystem design. Covers material properties, microfabrication technologies, structural behavior, sensing methods, electromechanical actuation, thermal actuation and control, multi-domain modeling, noise, and microsystem packaging. Applies microsystem modeling, and manufacturing principles to the design and analysis a variety of microscale sensors and actuators (e.g., optical MEMS, bioMEMS, and inertial sensors). Emphasizes modeling and simulation in the design process. Students taking the graduate version complete additional assignments. "
6.780[J] Control of Manufacturing Processes,6.780[J],"['2.008', '6.041', '6.152']",['2.830[J]'],See description under subject 2.830[J]. 
6.781[J] Nanostructure Fabrication,6.781[J],"['2.710', '6.152', '6.161']",['2.391[J]'],"Describes current techniques used to analyze and fabricate nanometer-length-scale structures and devices. Emphasizes imaging and patterning of nanostructures, including fundamentals of optical, electron (scanning, transmission, and tunneling), and atomic-force microscopy; optical, electron, ion, and nanoimprint lithography, templated self-assembly, and resist technology. Surveys substrate characterization and preparation, facilities, and metrology requirements for nanolithography. Addresses nanodevice processing methods, such as liquid and plasma etching, lift-off, electroplating, and ion-implant. Discusses applications in nanoelectronics, nanomaterials, and nanophotonics. "
6.800 Robotic Manipulation (New),6.800,"['6.0001', '6.036']",[],"Introduces the fundamental algorithmic approaches for creating robot systems that can autonomously manipulate physical objects in open-world environments such as homes and warehouses. Topics include geometric and semantic perception, trajectory and task-level planning, learning, kinematics, dynamics, and control. Students taking graduate version complete additional assignments. Students engage in extensive written and oral communication exercises. "
6.801 Machine Vision,6.801,['6.003'],[],"Deriving a symbolic description of the environment from an image. Understanding physics of image formation. Image analysis as an inversion problem. Binary image processing and filtering of images as preprocessing steps. Recovering shape, lightness, orientation, and motion. Using constraints to reduce the ambiguity. Photometric stereo and extended Gaussian sphere. Applications to robotics; intelligent interaction of machines with their environment. Students taking the graduate version complete different assignments. "
6.802[J] Computational Systems Biology: Deep Learning in the Life Sciences,6.802[J],"['7.05', '6.0002', '6.01']",['20.390[J]'],"Presents innovative approaches to computational problems in the life sciences, focusing on deep learning-based approaches with comparisons to conventional methods. Topics include protein-DNA interaction, chromatin accessibility, regulatory variant interpretation, medical image understanding, medical record understanding, therapeutic design, and experiment design (the choice and interpretation of interventions). Focuses on machine learning model selection, robustness, and interpretation. Teams complete a multidisciplinary final research project using TensorFlow or other framework. Provides a comprehensive introduction to each life sciences problem, but relies upon students understanding probabilistic problem formulations. Students taking graduate version complete additional assignments. "
6.803 The Human Intelligence Enterprise,6.803,['6.034'],[],"Analyzes seminal work directed at the development of a computational understanding of human intelligence, such as work on learning, language, vision, event representation, commonsense reasoning, self reflection, story understanding, and analogy. Reviews visionary ideas of Turing, Minsky, and other influential thinkers. Examines the implications of work on brain scanning, developmental psychology, and cognitive psychology. Emphasis on discussion and analysis of original papers. Students taking graduate version complete additional assignments. Enrollment limited."
6.804[J] Computational Cognitive Science,6.804[J],"['6.008', '6.036', '6.041', '9.40', '18.05']",['9.66[J]'],See description under subject 9.66[J]. 
6.805[J] Foundations of Information Policy,6.805[J],[],['TS.085[J]'],"Studies the growth of computer and communications technology and the new legal and ethical challenges that reflect tensions between individual rights and societal needs. Topics include computer crime; intellectual property restrictions on software; encryption, privacy, and national security; academic freedom and free speech. Students meet and question technologists, activists, law enforcement agents, journalists, and legal experts. Instruction and practice in oral and written communication provided. Students taking graduate version complete additional assignments. Enrollment limited."
6.806 Quantitative Methods for Natural Language Processing,6.806,['6.046'],[],"Introduces the study of human language from a computational perspective, including syntactic, semantic and discourse processing models. Emphasizes machine learning methods and algorithms. Uses these methods and models in applications such as syntactic parsing, information extraction, statistical machine translation, dialogue systems. Students taking graduate version complete additional assignments. "
6.807 Computational Design and Fabrication,6.807,"['18.02|18.02A|18.022|18.024', '6.009']",[],"Introduces computational aspects of computer-aided design and manufacturing. Explores relevant methods in the context of additive manufacturing (e.g., 3D printing). Topics include computer graphics (geometry modeling, solid modeling, procedural modeling), physically-based simulation (kinematics, finite element method), 3D scanning/geometry processing, and an overview of 3D fabrication methods. Exposes students to the latest research in computational fabrication. "
6.808[J] Mobile and Sensor Computing,6.808[J],['6.033'],['MAS.453[J]'],"Focuses on ""Internet of Things"" (IoT) systems and technologies, sensing, computing, and communication. Explores fundamental design and implementation issues in the engineering of mobile and sensor computing systems. Topics include battery-free sensors, seeing through wall, robotic sensors, vital sign sensors (breathing, heartbeats, emotions), sensing in cars and autonomous vehicles, subsea IoT, sensor security, positioning technologies (including GPS and indoor WiFi), inertial sensing (accelerometers, gyroscopes, inertial measurement units, dead-reckoning), embedded and distributed system architectures, sensing with radio signals, sensing with microphones and cameras, wireless sensor networks, embedded and distributed system architectures, mobile libraries and APIs to sensors, and application case studies. Includes readings from research literature, as well as laboratory assignments and a significant term project. "
6.810 Engineering Interactive Technologies,6.810,"['6.031', '6.08', '6.111', '6.115']",[],"Provides instruction in building cutting-edge interactive technologies, explains the underlying engineering concepts, and shows how those technologies evolved over time. Students use a studio format (i.e., extended periods of time) for constructing software and hardware prototypes. Topics include interactive technologies, such as multi-touch, augmented reality, haptics, wearables, and shape-changing  interfaces. In a group project, students build their own interactive hardware/software prototypes and present them in a live demo at the end of term. Enrollment may be limited."
6.811[J] Principles and Practice of Assistive Technology,6.811[J],[],"['2.78[J]', 'HST.420[J]']","Students work closely with people with disabilities to develop assistive and adaptive technologies that help them live more independently. Covers design methods and problem-solving strategies; human factors; human-machine interfaces; community perspectives; social and ethical aspects; and assistive technology for motor, cognitive, perceptual, and age-related impairments. Prior knowledge of one or more of the following areas useful: software; electronics; human-computer interaction; cognitive science; mechanical engineering; control; or MIT hobby shop, MIT PSC, or other relevant independent project experience. Enrollment may be limited."
6.812 Hardware Architecture for Deep Learning,6.812,"['6.003', '6.004']",[],"Introduction to the design and implementation of hardware architectures for efficient processing of deep learning algorithms in AI systems. Topics include basics of deep learning, programmable platforms, accelerators, co-optimization of algorithms and hardware, training, support for complex networks, and applications of advanced technologies. Includes labs involving modeling and analysis of hardware architectures, building systems using popular deep learning tools and platforms (CPU, GPU, FPGA), and an open-ended design project. Students taking graduate version complete additional assignments. "
6.814 Database Systems,6.814,"['6.033', '6.006', '6.046']",[],"Topics related to the engineering and design of database systems, including data models; database and schema design; schema normalization and integrity constraints; query processing; query optimization and cost estimation; transactions; recovery; concurrency control; isolation and consistency; distributed, parallel and heterogeneous databases; adaptive databases; trigger systems; pub-sub systems; semi structured data and XML querying. Lecture and readings from original research papers. Semester-long project and paper. Students taking graduate version complete different assignments. Enrollment may be limited."
6.815 Digital and Computational Photography,6.815,"['18.02|18.02A|18.022|18.024', '6.009']",[],"Presents fundamentals and applications of hardware and software techniques used in digital and computational photography, with an emphasis on software methods. Provides sufficient background to implement solutions to photographic challenges and opportunities. Topics include cameras and image formation, image processing and image representations, high-dynamic-range imaging, human visual perception and color, single view 3-D model reconstruction, morphing, data-rich photography, super-resolution, and image-based rendering. Students taking graduate version complete additional assignments. "
6.816 Multicore Programming,6.816,['6.006'],[],"Introduces principles and core techniques for programming multicore machines. Topics include locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and state-of-the-art synchronization techniques, such as transactional memory. Includes sequence of programming assignments on a large multicore machine, culminating with the design of a highly concurrent application. Students taking graduate version complete additional assignments. "
6.817[J] Principles of Autonomy and Decision Making,6.817[J],"['6.0002', '6.01']",['16.410[J]'],See description under subject 16.410[J]. 
6.818 Dynamic Computer Language Engineering,6.818,"['6.004', '6.031']",[],"Studies the design and implementation of modern, dynamic programming languages. Topics include fundamental approaches for parsing, semantics and interpretation, virtual machines, garbage collection, just-in-time machine code generation, and optimization. Includes a semester-long, group project that delivers a virtual machine that spans all of these topics. "
6.819 Advances in Computer Vision,6.819,"['18.06', '6.042']",[],"Advanced topics in computer vision with a focus on the use of machine learning techniques and applications in graphics and human-computer interface. Covers image representations, texture models, structure-from-motion algorithms, Bayesian techniques, object and scene recognition, tracking, shape modeling, and image databases. Applications may include face recognition, multimodal interaction, interactive systems, cinematic special effects, and photorealistic rendering. Covers topics complementary to 6.801. Students taking graduate version complete additional assignments. "
6.820 Foundations of Program Analysis,6.820,['6.035'],[],"Presents major principles and techniques for program analysis. Includes formal semantics, type systems and type-based program analysis, abstract interpretation and model checking and synthesis. Emphasis on Haskell and Ocaml, but no prior experience in these languages is assumed. Student assignments include implementing of techniques covered in class, including building simple verifiers. "
6.822 Formal Reasoning About Programs,6.822,"['6.031', '6.042']",[],"Surveys techniques for rigorous mathematical reasoning about correctness of software, emphasizing commonalities across approaches. Introduces interactive computer theorem proving with the Coq proof assistant, which is used for all assignments, providing immediate feedback on soundness of logical arguments. Covers common program-proof techniques, including operational semantics, model checking, abstract interpretation, type systems, program logics, and their applications to functional, imperative, and concurrent programs. Develops a common conceptual framework based on invariants, abstraction, and modularity applied to state and labeled transition systems. "
6.823 Computer System Architecture,6.823,['6.004'],[],"Introduction to the principles underlying modern computer architecture. Emphasizes the relationship among technology, hardware organization, and programming systems in the evolution of computer architecture. Topics include pipelined, out-of-order, and speculative execution; caches, virtual memory and exception handling, superscalar, very long instruction word (VLIW), vector, and multithreaded processors; on-chip networks, memory models, synchronization, and cache coherence protocols for multiprocessors. "
6.824 Distributed Computer Systems Engineering,6.824,['6.033'],[],"Abstractions and implementation techniques for engineering distributed systems: remote procedure call, threads and locking, client/server, peer-to-peer, consistency, fault tolerance, and security. Readings from current literature. Individual laboratory assignments culminate in the construction of a fault-tolerant and scalable network file system. Programming experience with C/C++ required. Enrollment limited."
6.825 Hardware Architecture for Deep Learning,6.825,"['6.003', '6.004']",[],"Introduction to the design and implementation of hardware architectures for efficient processing of deep learning algorithms in AI systems. Topics include basics of deep learning, programmable platforms, accelerators, co-optimization of algorithms and hardware, training, support for complex networks, and applications of advanced technologies. Includes labs involving modeling and analysis of hardware architectures, building systems using popular deep learning tools and platforms (CPU, GPU, FPGA), and an open-ended design project. Students taking graduate version complete additional assignments. "
6.826 Principles of Computer Systems,6.826,[],[],"Introduction to the basic principles of computer systems with emphasis on the use of rigorous techniques as an aid to understanding and building modern computing systems. Particular attention paid to concurrent and distributed systems. Topics include: specification and verification, concurrent algorithms, synchronization, naming, Networking, replication techniques (including distributed cache management), and principles and algorithms for achieving reliability. "
6.827 Algorithm Engineering (New),6.827,"['6.046', '6.172']",[],"Covers the theory and practice of algorithms and data structures. Topics include models of computation, algorithm design and analysis, and performance engineering of algorithm implementations. Presents the design and implementation of sequential, parallel, cache-efficient, and external-memory algorithms. Illustrates many of the principles of algorithm engineering in the context of parallel algorithms and graph problems. "
6.828 Operating System Engineering,6.828,"['6.031', '6.033']",[],"Fundamental design and implementation issues in the engineering of operating systems. Lectures based on the study of a symmetric multiprocessor version of UNIX version 6 and research papers. Topics include virtual memory; file system; threads; context switches; kernels; interrupts; system calls; interprocess communication; coordination, and interaction between software and hardware. Individual laboratory assignments accumulate in the construction of a minimal operating system (for an x86-based personal computer) that implements the basic operating system abstractions and a shell. Knowledge of programming in the C language is a prerequisite. "
6.829 Computer Networks,6.829,['6.033'],[],"Topics on the engineering and analysis of network protocols and architecture, including architectural principles for designing heterogeneous networks; transport protocols; Internet routing; router design; congestion control and network resource management; wireless networks; network security; naming; overlay and peer-to-peer networks. Readings from original research papers. Semester-long project and paper. "
6.830 Database Systems,6.830,"['6.033', '6.006', '6.046']",[],"Topics related to the engineering and design of database systems, including data models; database and schema design; schema normalization and integrity constraints; query processing; query optimization and cost estimation; transactions; recovery; concurrency control; isolation and consistency; distributed, parallel and heterogeneous databases; adaptive databases; trigger systems; pub-sub systems; semi structured data and XML querying. Lecture and readings from original research papers. Semester-long project and paper. Students taking graduate version complete different assignments. Enrollment may be limited."
6.832 Underactuated Robotics,6.832,"['18.03', '18.06']",[],"Covers nonlinear dynamics and control of underactuated mechanical systems, with an emphasis on computational methods. Topics include the nonlinear dynamics of robotic manipulators, applied optimal and robust control and motion planning. Discussions include examples from biology and applications to legged locomotion, compliant manipulation, underwater robots, and flying machines. "
6.833 The Human Intelligence Enterprise,6.833,['6.034'],[],"Analyzes seminal work directed at the development of a computational understanding of human intelligence, such as work on learning, language, vision, event representation, commonsense reasoning, self reflection, story understanding, and analogy. Reviews visionary ideas of Turing, Minsky, and other influential thinkers. Examines the implications of work on brain scanning, developmental psychology, and cognitive psychology. Emphasis on discussion and analysis of original papers. Requires the completion of additional exercises and a substantial term project. Enrollment limited."
6.834[J] Cognitive Robotics,6.834[J],"['6.034', '16.413', '6.042', '16.09', '6.041']",['16.412[J]'],See description under subject 16.412[J]. Enrollment may be limited.
6.835 Intelligent Multimodal User Interfaces,6.835,"['6.031', '6.034']",[],"Implementation and evaluation of intelligent multi-modal user interfaces, taught from a combination of hands-on exercises and papers from the original literature. Topics include basic technologies for handling speech, vision, pen-based interaction, and other modalities, as well as various techniques for combining modalities. Substantial readings and a term project, where students build a program that illustrates one or more of the themes of the course. "
6.836 Multicore Programming,6.836,['6.006'],[],"Introduces principles and core techniques for programming multicore machines. Topics include locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and state-of-the-art synchronization techniques, such as transactional memory. Includes sequence of programming assignments on a large multicore machine, culminating with the design of a highly concurrent application. Students taking graduate version complete additional assignments. "
6.837 Computer Graphics,6.837,"['18.02|18.02A|18.022|18.024', '6.031']",[],"Introduction to computer graphics algorithms, software and hardware. Topics include ray tracing, the graphics pipeline, transformations, texture mapping, shadows, sampling, global illumination, splines, animation and color. "
6.838 Shape Analysis,6.838,"['18.02|18.02A|18.022|18.024', '18.06', '6.837', '6.869']",[],"Introduces mathematical, algorithmic, and statistical tools needed to analyze geometric data and to apply geometric techniques to data analysis, with applications to fields such as computer graphics, machine learning, computer vision, medical imaging, and architecture. Potential topics include applied introduction to differential geometry, discrete notions of curvature, metric embedding, geometric PDE via the finite element method (FEM) and discrete exterior calculus (DEC),; computational spectral geometry and relationship to graph-based learning, correspondence and mapping, level set method, descriptor, shape collections, optimal transport, and vector field design. "
6.839 Advanced Computer Graphics,6.839,"['6.031', '6.837', '18.06']",[],"A graduate level course investigates computational problems in rendering, animation, and geometric modeling. The course draws on advanced techniques from computational geometry, applied mathematics, statistics, scientific computing and other. Substantial programming experience required. "
6.840[J] Theory of Computation,6.840[J],"['6.042', '18.200']",['18.4041[J]'],See description under subject 18.4041[J]. 
6.841[J] Advanced Complexity Theory,6.841[J],['18.404'],['18.405[J]'],See description under subject 18.405[J]. 
6.842 Randomness and Computation,6.842,"['6.046', '18.4041']",[],"The power and sources of randomness in computation. Connections and applications to computational complexity, computational learning theory, cryptography and combinatorics. Topics include: probabilistic proofs, uniform generation and approximate counting, Fourier analysis of Boolean functions, computational learning theory, expander graphs, pseudorandom generators, derandomization. "
6.843 Robotic Manipulation (New),6.843,"['6.0001', '6.036']",[],"Introduces the fundamental algorithmic approaches for creating robot systems that can autonomously manipulate physical objects in open-world environments such as homes and warehouses. Topics include geometric and semantic perception, trajectory and task-level planning, learning, kinematics, dynamics, and control. Students taking graduate version complete additional assignments. "
6.844 Artificial Intelligence,6.844,['6.0001'],[],"Introduces representations, methods, and architectures used to build applications and to account for human intelligence from a computational point of view. Covers applications of rule chaining, constraint propagation, constrained search, inheritance, statistical inference, and other problem-solving paradigms. Also addresses applications of identification trees, neural nets, genetic algorithms, support-vector machines, boosting, and other learning paradigms. Considers what separates human intelligence from that of other animals. Students taking   graduate version complete additional assignments. "
6.845 Quantum Complexity Theory,6.845,"['6.045', '18.4041', '18.435']",[],"Introduction to quantum computational complexity theory, the study of the fundamental capabilities and limitations of quantum computers. Topics include complexity classes, lower bounds, communication complexity, proofs and advice, and interactive proof systems in the quantum world; classical simulation of quantum circuits. The objective is to bring students to the research frontier. "
